NIMI ;OSOITE;POSTINUMERO;POSTITOIMIPAIKKA;KUNTA;LUVANALKUPVM;LUPATYYPPI;Y-TUNNUS
Pub Sirdie;Kolmas Linja 21;530;Helsinki;Helsinki;07.06.2018;Anniskelu A, kaikki alkoholijuomat;2914028-5
Pub Sivuluisu;Jääkärintie 61;62420;Kortesjärvi;Kauhava;27.04.2018;Anniskelu A, kaikki alkoholijuomat;2889430-9
Pub Stallhagen;Getavägen 196;22410;Godby;Finström;01.01.2019;Anniskelu A, kaikki alkoholijuomat;2917012-6
Pub Stallhagen;Getavägen 196;22410;Godby;Finström;01.01.2019;Vähittäismyyntilupa/max. 5.5 %;2917012-6
Pub Sumu;Uusikoivistontie 73;28130;Pori;Pori;01.06.2015;Anniskelu A, kaikki alkoholijuomat;2684867-5
Pub Sääkswille;Pitkäahteentie 1;33880;LEMPÄÄLÄ;Lempäälä;01.12.1999;Anniskelu A, kaikki alkoholijuomat;N/A
Pub Tesoman Pikkuinen;Tesomankuja 1;33310;Tampere;Tampere;01.11.2014;Anniskelu A, kaikki alkoholijuomat;2645535-3
Pub Vahti;Koskenparras 5;55100;Imatra;Imatra;25.05.1971;Anniskelu A, kaikki alkoholijuomat;0162170-6
Pub Vanha Nalle;Turuntie 10;13130;Hämeenlinna;Hämeenlinna;01.04.2017;Anniskelu A, kaikki alkoholijuomat;2249888-2
Pub Vanha Varis;Littoistentie 81;20610;Turku;Turku;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Pub Vieteri;Nuolialantie 31-33;33900;Tampere;Tampere;10.05.2018;Anniskelu A, kaikki alkoholijuomat;2797962-6
Pub Virasto;Kartanonkatu kisapuisto;15140;Lahti;Lahti;13.06.2020;Määräaikainen A, kaikki alkoholijuomat;2798858-1
Pub Wame;Suurlohjankatu 4;8100;Lohja;Lohja;01.02.2018;Anniskelu A, kaikki alkoholijuomat;2869883-4
Pub Wanha Seppä;Opiskelijankatu 1;33720;Tampere;Tampere;01.07.2016;Anniskelu A, kaikki alkoholijuomat;2758211-9
Pub Wanha TK;Seunalantie 2;76850;Naarajärvi;Pieksämäki;01.06.2017;Anniskelu A, kaikki alkoholijuomat;2824042-8
Pub Wartsu;Kirkkotori 3;2400;Kirkkonummi;Kirkkonummi;01.04.2020;Anniskelu A, kaikki alkoholijuomat;3114982-8
Pub Waski;Iskoskuja 3 C 131;1600;Vantaa;Vantaa;27.03.2020;Anniskelu A, kaikki alkoholijuomat;2734801-5
Pub Wiljami;Rauhankatu 11;13100;Hämeenlinna;Hämeenlinna;14.02.2017;Anniskelu A, kaikki alkoholijuomat;2808733-9
Pub Yläpesä/Pub Alapesä;Einari Vuorelantie 6;42700;Keuruu;Keuruu;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2625089-2
Pub&Club Hilpeä Hilma;Rautatienkatu 21;15110;Lahti;Lahti;08.05.2017;Anniskelu A, kaikki alkoholijuomat;2370168-6
Pub&Club Onni;Yliopistonkatu 38;40100;Jyväskylä;Jyväskylä;03.06.2017;Anniskelu A, kaikki alkoholijuomat;2370168-6
Pub-Mylly;Sibeliuksenkatu 16;4400;Järvenpää;Järvenpää;30.01.2017;Anniskelu A, kaikki alkoholijuomat;2061127-1
Pub-Pizzeria Gaude;Länsikatu 18;80110;Joensuu;Joensuu;01.10.2009;Anniskelu A, kaikki alkoholijuomat;2283454-0
Pub-Ravintola Luna;Asematie 4;74700;Kiuruvesi;Kiuruvesi;01.01.2020;Anniskelu A, kaikki alkoholijuomat;2610236-3
Pub-Restaurant -B&B Kolin Ryynänen;Ylä-Kolintie 1;83960;Koli;Lieksa;01.01.2020;Anniskelu A, kaikki alkoholijuomat;2358804-6
Pub/Pizzeria Seaside;Fagerö;64550;Rangsby;Närpiö;20.05.2020;Ann.lupa sis. vähittäismyynnin;0650923-8
Pubelina;Kirsikkatie 44;20720;Turku;Turku;01.07.2018;Anniskelu A, kaikki alkoholijuomat;2907382-8
Pubi Jerun Piilopaikka;Hämeenkatu 10, alakerta;33100;Tampere;Tampere;05.12.2017;Anniskelu A, kaikki alkoholijuomat;2846630-4
Pubi P-51;Ostolantie 14;63700;Ähtäri;Ähtäri;28.03.2008;Anniskelu A, kaikki alkoholijuomat;2175609-3
Pubi T.T;Ullavantie 3;69300;Toholampi;Toholampi;20.08.2009;Anniskelu A, kaikki alkoholijuomat;N/A
Pubi Tuuri ja Hotelli Vierashuone;Impantie 7;73100;Lapinlahti;Lapinlahti;12.09.2008;Anniskelu A, kaikki alkoholijuomat;1723069-7
Pubi.fi;Ivalontie 12;99800;Ivalo;Inari;05.09.2008;Anniskelu A, kaikki alkoholijuomat;2205715-5
Public Corner;Keskustori 5;33200;Tampere;Tampere;01.06.2020;Ann.lupa sis. vähittäismyynnin;0536307-0
Public Corner Mikonkatu;Mikonkatu 15;100;Helsinki;Helsinki;01.01.2004;Anniskelu A, kaikki alkoholijuomat;1837957-3
Public House Huurre;Sammonkatu 46;33540;Tampere;Tampere;10.04.2020;Ann.lupa sis. vähittäismyynnin;2681481-1
Public House Kauttua;Kauppatie 6;27500;Kauttua;Eura;16.03.2020;Anniskelu A, kaikki alkoholijuomat;3118759-2
Public House Selvä Pyy;Tunturintie 16;95970;Äkäslompolo;Kolari;25.06.2020;Ann.lupa sis. vähittäismyynnin;2209789-4
Public House Wilperi;Yläkartanontie 28;2360;Espoo;Espoo;08.07.1998;Anniskelu A, kaikki alkoholijuomat;0980764-4
Pudas pizza & kebab;Kirkkotie 1;90830;Haukipudas;Oulu;15.06.2020;Anniskelu A, kaikki alkoholijuomat;2968337-8
Pueblo Bar y Taqueria;Eerikinkatu 27;180;Helsinki;Helsinki;29.07.2011;Anniskelu A, kaikki alkoholijuomat;2402743-5
Puhoskylän lähikauppa ay;Puhoksentie 4;93390;Puhoskylä;Pudasjärvi;06.11.2000;Vähittäismyyntilupa/max. 5.5 %;1096267-6
Puijon Pesis;Puijon pesäpallostadion;70340;Kuopio;Kuopio;26.06.2020;Määräaikainen A, kaikki alkoholijuomat;2309338-5
Puijon Pub;Sammakkolammentie 6;70200;Kuopio;Kuopio;01.10.2007;Anniskelu A, kaikki alkoholijuomat;1845186-2
Puijon Torni ja Puijon Maja;Puijontie 135;70300;Kuopio;Kuopio;15.07.2019;Ann.lupa sis. vähittäismyynnin;1453331-8
Puistikon Saluuna;Koivistonpuistikko 5;28130;Pori;Pori;15.06.2003;Anniskelu A, kaikki alkoholijuomat;1811002-1
Puistogolf ja Putiikki;Parattulan Rantatie 3;23360;Kustavi;Kustavi;06.06.2016;Vähittäismyyntilupa/max. 5.5 %;2741966-1
Puistogrilli;Sääksmäentie 18;37600;Valkeakoski;Valkeakoski;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2646934-1
Puistokadun Kebab;Puistokatu 15;40100;Jyväskylä;Jyväskylä;13.03.2020;Anniskelu A, kaikki alkoholijuomat;2114708-7
Puistokahvila Makia;Otto Karhin puisto;90100;Oulu;Oulu;25.04.2014;Anniskelu A, kaikki alkoholijuomat;0187614-3
Puistokulma;Talkootie 4;1350;Vantaa;Vantaa;01.06.1990;Anniskelu A, kaikki alkoholijuomat;0217258-6
Puistola Bakery;Saaristonkatu 1 C;90100;Oulu;Oulu;13.08.2020;Ann.lupa sis. vähittäismyynnin;0904606-4
Puistoravintola Kantola;Puusepänkatu 5;13110;Hämeenlinna;Hämeenlinna;01.05.2015;Anniskelu A, kaikki alkoholijuomat;2259623-9
Puistorinne Tanssilava;Jysinahontie 176;74700;Kiuruvesi;Kiuruvesi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0572422-7
Pukinsaari Camping-Kioski;Salantie 32;64100;Kristiinankaupunki;Kristiinankaupunki;01.06.1995;Vähittäismyyntilupa/max. 5.5 %;N/A
Puksu Room;Pukinmäenaukio 4;720;Helsinki;Helsinki;07.01.2015;Anniskelu A, kaikki alkoholijuomat;2569158-1
Pulina Pub;Raunistulan Puistotie 78;20300;Turku;Turku;01.07.2018;Anniskelu A, kaikki alkoholijuomat;2907382-8
Pulkka Pizzeria Bar & Grill;Tahkolahdentie 5 D;73310;Tahkovuori;Kuopio;01.11.2018;Ann.lupa sis. vähittäismyynnin;2860158-8
PullaPirtti Pattijoki, myymälä;Siikajoentie 1;92140;Pattijoki;Raahe;14.07.2007;Vähittäismyyntilupa/max. 5.5 %;0187112-3
PullaPirtti Pattijoki, ravintola;Siikajoentie 1;92140;Pattijoki;Raahe;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0187112-3
Pullokioski;Linjatie 5;4480;Haarajoki;Mäntsälä;17.09.2014;Vähittäismyyntilupa/max. 5.5 %;2638036-3
Pulmu-baari;Fleminginkatu 13;500;Helsinki;Helsinki;27.02.2009;Anniskelu A, kaikki alkoholijuomat;2238160-9
Punainen Chili ruokaravintola;Melkonkatu 28 E;210;Helsinki;Helsinki;07.02.2018;Anniskelu A, kaikki alkoholijuomat;2749159-1
Punainen Härkä;Temppelikatu 2;48700;Kyminlinna;Kotka;07.10.2010;Anniskelu A, kaikki alkoholijuomat;2187797-9
Punainen Kukko;Itäpuisto 13;28100;Pori;Pori;02.05.2014;Anniskelu A, kaikki alkoholijuomat;2584920-3
Punainen kioski;Laajavuorenkuja 7;1620;Vantaa;Vantaa;16.03.2020;Vähittäismyyntilupa/max. 5.5 %;2893108-5
Punaisen Piipun Kievari;Kauraleiväntie 10;51760;Nuutilanmäki;Juva;02.05.2011;Anniskelu A, kaikki alkoholijuomat;1728041-6
Punaisen Piipun Kievari elintarvike;Kauraleiväntie 10;51760;Nuutilanmäki;Juva;02.05.2011;Vähittäismyyntilupa/max. 5.5 %;1728041-6
Punaisen Tuvan Viinitila;Koskenvarrentie 337;62900;Alajärvi;Alajärvi;17.01.2011;Anniskelu A, kaikki alkoholijuomat;N/A
Punaisen Tuvan Viinitila;Koskenvarrentie 337;62900;Alajärvi;Alajärvi;17.01.2011;Tilaviinin vähittäismyynti;N/A
Punakallion Sahtikrouvi;Kalhontie 459;19630;Kalhonkylä;Hartola;08.05.1998;Anniskelu A, kaikki alkoholijuomat;0851271-3
Punaniska;Asemakatu 7;40100;Jyväskylä;Jyväskylä;21.12.1998;Anniskelu A, kaikki alkoholijuomat;0869992-8
Punavuoren Ahven;Punavuorenkatu 12;150;Helsinki;Helsinki;22.03.2018;Ann.lupa sis. vähittäismyynnin;1771143-1
Punjab Kebab;Kirkkokatu 10;33200;Tampere;Tampere;03.08.2016;Anniskelu A, kaikki alkoholijuomat;1633085-6
Puntarikosken Paviljonki;Santaskyläntie 308;38910;Ala-Honkajoki;Kankaanpää;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1733544-8
Puolanka Camping;Leiritie 1;89200;Puolanka;Puolanka;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2729033-5
Puotikahvila Vanha Kauppa;Valtakatu 11;45700;Kuusankoski;Kouvola;01.08.2018;Anniskelu A, kaikki alkoholijuomat;2843652-7
Puotikarin Meriklubi;Selleenkatu 181;95450;Tornio;Tornio;22.05.2017;Anniskelu A, kaikki alkoholijuomat;2431636-8
Puotilan Kartano;Puotilantie 7;910;Helsinki;Helsinki;16.04.2018;Anniskelu A, kaikki alkoholijuomat;2893214-1
Puotilan Pizzeria;Rusthollarintie 2;910;Helsinki;Helsinki;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1703995-6
Puotilan Venekerho;Meripellontie 11 A;910;Helsinki;Helsinki;01.04.2020;Anniskelu A, kaikki alkoholijuomat;N/A
Puotinkamari;Vanhatie 37;18300;Heinola Kk;Heinola;01.07.2018;Anniskelu A, kaikki alkoholijuomat;2911535-4
Pupu;Aleksanterinkatu 52;100;Helsinki;Helsinki;27.04.2018;Anniskelu A, kaikki alkoholijuomat;2786185-5
Pupu;Veturitie 11 a;520;Helsinki;Helsinki;16.10.2019;Anniskelu A, kaikki alkoholijuomat;2786185-5
Pupu Tennispalatsi;Fredrikinkatu 65;100;Helsinki;Helsinki;01.12.2018;Anniskelu A, kaikki alkoholijuomat;2786185-5
Pupusaari;Merivirta 11;2320;Espoo;Espoo;04.06.2020;Ann.lupa sis. vähittäismyynnin;3109006-1
Purjelaiva Katariina;Kaivokatu 13;94100;Kemi;Kemi;07.06.2005;Anniskelu A, kaikki alkoholijuomat;1963346-5
Pusulan Krouvi;Sentraalitie 5;3850;Pusula;Lohja;01.10.2018;Anniskelu A, kaikki alkoholijuomat;2934235-4
Putaan Pizzeria;Putaanportintie 5;44800;Pihtipudas;Pihtipudas;17.01.2019;Anniskelu A, kaikki alkoholijuomat;N/A
Putajan Sahtibaari;Palomäentie 342;38510;Sastamala;Sastamala;27.05.2013;Anniskelu A, kaikki alkoholijuomat;0894365-2
Puttes Bar & Pizza;Koivu-Mankkaantie 1;2200;Espoo;Espoo;14.08.2020;Ann.lupa sis. vähittäismyynnin;2356869-4
Putte´s Bar & Pizza;Kalevankatu 6;100;Helsinki;Helsinki;01.04.2018;Ann.lupa sis. vähittäismyynnin;2356869-4
Puuhamaa;Vähikkäläntie 11;12400;Tervakoski;Janakkala;23.05.2014;Anniskelu A, kaikki alkoholijuomat;0564528-9
Puukerho;Virtatie 54;94500;Lautiosaari;Kemi;19.05.2000;Anniskelu A, kaikki alkoholijuomat;1583142-1
PuulaGolf Kenttäravintola;Syvälahdentie 20;51200;Kangasniemi;Kangasniemi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1911533-4
Puusaun;Ruonantie 319;27230;LAPPI;Rauma;15.07.2019;Ann.lupa sis. vähittäismyynnin;2991895-8
Puutorin Vessa;Puutori;20100;Turku;Turku;01.02.2019;Anniskelu A, kaikki alkoholijuomat;0609596-0
Puuvene;Porosalmentie 313;58900;Rantasalmi;Rantasalmi;30.06.2020;Anniskelu A, kaikki alkoholijuomat;2507488-2
Puuvilla Kitchen;Siltapuistonkatu 14;28100;Pori;Pori;01.09.2020;Anniskelu A, kaikki alkoholijuomat;2950964-4
Pw/s Vispilä;Kauppatori, Kolera-allas;170;Helsinki;Helsinki;20.04.2018;Ann.lupa sis. vähittäismyynnin;0931236-9
Pyhtään Linna;Motellikuja 4;49220;Siltakylä;Pyhtää;15.03.2020;Määräaikainen A, kaikki alkoholijuomat;1590945-2
Pyhä Wurst;Pohjoisrinteentie 1;98530;Pyhätunturi;Pelkosenniemi;06.12.2014;Anniskelu A, kaikki alkoholijuomat;2644586-8
Pyhäaamu;Huhanniemi 1;98530;Pyhätunturi;Pelkosenniemi;01.04.2019;Anniskelu A, kaikki alkoholijuomat;2887634-6
Pyhäjoen Kyläpuoti;Pyhäjoentie 126;27920;SÄKYLÄ;Säkylä;15.07.2013;Vähittäismyyntilupa/max. 5.5 %;2553113-1
Pyhäjoen Marmaris;Kuntatie 4;86100;Pyhäjoki;Pyhäjoki;04.01.2019;Anniskelu A, kaikki alkoholijuomat;N/A
Pyhäjärven Keilahalli;Mustaparrantie 1;86800;Pyhäsalmi;Pyhäjärvi;26.09.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Pyhäjärven helmi Oy;Vattolantie 7;3600;Karkkila;Karkkila;02.12.2013;Vähittäismyyntilupa/max. 5.5 %;2576552-8
Pyhäjärven helmi Oy;Vattolantie 7;3600;Karkkila;Karkkila;04.09.2017;Anniskelu A, kaikki alkoholijuomat;2576552-8
Pyhämaan Kyläkauppa;Pyhämaanraitti 34;23930;Pyhämaa;Uusikaupunki;01.03.2017;Vähittäismyyntilupa/max. 5.5 %;N/A
Pyhämaan Valinta;Lyökintie 416;23930;Pyhämaa;Uusikaupunki;13.12.1984;Vähittäismyyntilupa/max. 5.5 %;0575480-5
Pyhän Asteli;Astelintie 1;98530;Pyhätunturi;Pelkosenniemi;20.11.2017;Anniskelu A, kaikki alkoholijuomat;2673633-1
Pyhän Sportti;Pyhätunturin liikekeskus;98530;Pyhätunturi;Pelkosenniemi;20.08.2013;Anniskelu A, kaikki alkoholijuomat;2560196-1
Pyhän Yrjänän Kerho;Monontie 6;15900;Lahti;Lahti;01.09.2019;Anniskelu A, kaikki alkoholijuomat;3014647-3
Pyhäntähti;Pyhätunturi;98530;Pyhätunturi;Pelkosenniemi;10.12.1998;Vähittäismyyntilupa/max. 5.5 %;0512622-7
Pyhärannan Kievari;Suojalantie 9;23950;Pyhäranta;Pyhäranta;12.04.2019;Anniskelu A, kaikki alkoholijuomat;N/A
Pyhäsalmen suurlavan kahvio;Pyhäsalmi;86800;Pyhäsalmi;Pyhäjärvi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0432963-9
Pytky Cafe & Pub & Parttio Bistro;Syötekyläntie 328;93280;Syöte;Pudasjärvi;28.08.2020;Anniskelu A, kaikki alkoholijuomat;3128473-9
Pyymäen Oma Kahvila;Tuomiokirkonkatu 30;33100;Tampere;Tampere;23.04.2013;Anniskelu A, kaikki alkoholijuomat;0144216-9
Pyynikin Kesäteatterin Kahvio;Joselininniemi;33230;Tampere;Tampere;06.06.1996;Anniskelu A, kaikki alkoholijuomat;0787372-8
Pyynikin Käsityöläispanimon myymälä;Kolismaankatu 1;33330;Tampere;Tampere;22.03.2019;Vähittäismyyntilupa/max. 5.5 %;2513994-9
Pyynikin Tenniskentän Ulkorav.;Pyynikin Tenniskentät;33230;Tampere;Tampere;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Pyynikin urheilukenttä;F.E. Sillanpään katu 4;33230;Tampere;Tampere;11.07.2020;Määräaikainen A, kaikki alkoholijuomat;1024209-7
Pyynikin urheilukenttä;F.E. Sillanpään katu 4;33230;Tampere;Tampere;11.06.2020;Määräaikainen A, kaikki alkoholijuomat;1566279-5
Pyynikintorin Liha ja Kahvi;Pyynikintori 4-6;33230;Tampere;Tampere;19.11.2018;Anniskelu A, kaikki alkoholijuomat;2932782-4
Pyöreä Torppa;Kivimiehenkatu 2;45100;Kouvola;Kouvola;01.01.1960;Anniskelu A, kaikki alkoholijuomat;0160776-0
Päijät-Hämeen Autohuolto Cafe;Huoltorinne 8;17200;Vääksy;Asikkala;16.01.2018;Vähittäismyyntilupa/max. 5.5 %;2820668-4
Päivin Kammari;Jäämerentie 11;99600;Sodankylä;Sodankylä;12.06.2007;Anniskelu A, kaikki alkoholijuomat;2120437-9
Päiviönsaari kiinalainen ravintola;Ahlströminkatu 10;78250;Varkaus;Varkaus;20.09.2018;Anniskelu A, kaikki alkoholijuomat;2922601-1
Päiviösaaren Pizza, Kebab;Kauppatori 1;78250;Varkaus;Varkaus;22.08.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Päiväkahvibaari Teurastamo;Työpajankatu 2 b r 11;580;Helsinki;Helsinki;20.06.2019;Anniskelu A, kaikki alkoholijuomat;2777894-7
Päivärannan Pysäkki (vähittäism.);Lakeissuontie 1;70420;Kuopio;Kuopio;08.12.2014;Vähittäismyyntilupa/max. 5.5 %;2652741-7
Päivärannan Pysäkki kahvio;Lakeissuontie 1;70420;Kuopio;Kuopio;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2652741-7
Päkki Kioski;Purolantie 374;49240;Purola;Pyhtää;01.07.2015;Vähittäismyyntilupa/max. 5.5 %;N/A
Päkki Pub;Purolantie 374;49240;Purola;Pyhtää;17.05.2010;Anniskelu A, kaikki alkoholijuomat;N/A
Pälkäneen Aapiskukko Ky;Tervapirtintie 7;36600;Pälkäne;Pälkäne;15.04.2020;Luovutuspaikka;1505551-4
Päntäneen Nuorisoseurantalo;Päntäne;61980;Päntäne;Kauhajoki;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0291615-1
Pärjänkievari;Takarinteentie 4;93280;Syöte;Pudasjärvi;01.08.2019;Anniskelu A, kaikki alkoholijuomat;2485376-1
Pärlan Bar Restaurant;Kauppakartanonkatu 7;930;Helsinki;Helsinki;02.05.2019;Anniskelu A, kaikki alkoholijuomat;2927852-4
Päämaja;Raatihuoneenkatu 4;50100;Mikkeli;Mikkeli;29.03.2018;Ann.lupa sis. vähittäismyynnin;0207220-0
Päättäri Pub;Kontulankaari 24;940;Helsinki;Helsinki;21.09.2018;Anniskelu A, kaikki alkoholijuomat;2925361-8
Päätybaari;Urheilukatu 2;18100;Heinola;Heinola;23.09.2019;Määräaikainen A, kaikki alkoholijuomat;2407436-2
Päätybaari;Okeroistentie 49;15800;Lahti;Lahti;19.06.2020;Anniskelu A, kaikki alkoholijuomat;3106469-9
På Krogen;Kalkkirannantie 556-2;1180;Kalkkiranta;Sipoo;01.06.2020;Ann.lupa sis. vähittäismyynnin;3132985-3
På Kroken;Hangöby hamn;10940;Hangonkylä;Hanko;08.05.2020;Ann.lupa sis. vähittäismyynnin;2580306-1
Påminne laskettelukeskus Ski-Cafe;Brunkomin rantatie 1;10410;Åminnefors;Raasepori;30.03.2017;Anniskelu A, kaikki alkoholijuomat;0790800-3
Pölkky Baari;Kellomäentie 4;54920;Taipalsaari;Taipalsaari;01.09.2010;Anniskelu A, kaikki alkoholijuomat;2343094-3
Pöllö;Iso-Ylläksentie 44;95980;Ylläsjärvi;Kolari;15.12.2015;Anniskelu A, kaikki alkoholijuomat;2720139-8
Pörteborg - Pirttilinna;Velkmossvägen 1;66270;Pirttikylä;Närpiö;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1550978-2
Pörteborg-Pirttilinna, Livsmedel;Velkmossvägen 1;66270;Pirttikylä;Närpiö;10.11.1999;Vähittäismyyntilupa/max. 5.5 %;1550978-2
Pörtom Uf;Österlandsvägen 3;66270;Pirttikylä;Närpiö;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0235641-4
Pöyhölän Pappila;Pöyhöläntie 170;76620;Pyhitty;Pieksämäki;14.11.2003;Anniskelu A, kaikki alkoholijuomat;1847003-5
Pöykkölän Piste;Pöykköläntie 5;96400;Rovaniemi;Rovaniemi;10.07.2015;Vähittäismyyntilupa/max. 5.5 %;2697576-2
Pöykkölän Piste;Pöykköläntie 5;96400;Rovaniemi;Rovaniemi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2697576-2
Pöytyän Pesisbaari;Urheilukentäntie 3;21820;Kumila;Pöytyä;11.08.2020;Määräaikainen A, kaikki alkoholijuomat;2041905-2
Q Bar;Herralantie 3;77600;Suonenjoki;Suonenjoki;18.07.2020;Määräaikainen A, kaikki alkoholijuomat;2809427-2
Q-teatteri;Tunturikatu 16;100;Helsinki;Helsinki;15.02.2005;Anniskelu A, kaikki alkoholijuomat;0871961-8
Qrecords-Viihde Oy;Ylikoskenkuja;39700;Parkano;Parkano;01.01.2020;Anniskelulupa ilman toimipaikkaa;0687977-3
Quattro Pizzeria;Kyröntie 24;21800;Kyrö;Pöytyä;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Quattro Pizzeria;Aamunkoitonkatu 1;20900;Turku;Turku;10.08.2020;Anniskelu A, kaikki alkoholijuomat;N/A
Queta;Valtatie 21;90500;Oulu;Oulu;10.01.2006;Anniskelu A, kaikki alkoholijuomat;2007305-5
Qvidja Gård;Qvidjavägen 337;21630;Lielahti Tl;PARAINEN;30.07.2018;Anniskelu A, kaikki alkoholijuomat;1948054-2
Qwik-Pik Food Mart;Parkanonkatu 29;33720;Tampere;Tampere;01.11.2019;Vähittäismyyntilupa/max. 5.5 %;3022330-1
R Nordströms Kolonialvaruhus;Gäddragsvägen 608;7350;Gäddrag;Porvoo;01.01.1969;Vähittäismyyntilupa/max. 5.5 %;N/A
R-Eat Well-B;Kauppakatu 7;15140;Lahti;Lahti;01.10.2019;Anniskelu A, kaikki alkoholijuomat;2994658-8
R-Kioski  Kotka Sammonaukio;Sammonaukio 2;48600;Kotka;Kotka;16.01.2017;Vähittäismyyntilupa/max. 5.5 %;2800308-6
R-Kioski  Nilsiä;Nilsiäntie 73;73300;Nilsiä;Kuopio;17.09.2019;Vähittäismyyntilupa/max. 5.5 %;2962590-1
R-Kioski  Pielavesi;Puistotie 24;72400;Pielavesi;Pielavesi;04.07.2018;Vähittäismyyntilupa/max. 5.5 %;2404400-8
R-Kioski  TRE Tammela;Tammelanpuistokatu 35;33500;Tampere;Tampere;16.02.2015;Vähittäismyyntilupa/max. 5.5 %;2667020-5
R-Kioski  Ylivieska;Asemakatu 3;84100;Ylivieska;Ylivieska;19.06.2017;Vähittäismyyntilupa/max. 5.5 %;2833973-5
R-Kioski Alastaro;Loimijoentie 84;32440;Alastaro;Loimaa;30.11.2017;Vähittäismyyntilupa/max. 5.5 %;2593522-4
R-Kioski Alavus;Kuulantie 5 D;63300;Alavus;Alavus;11.04.2016;Vähittäismyyntilupa/max. 5.5 %;2751192-7
R-Kioski Elimäki;Vanhamaantie 3-5 A 7;47200;Elimäki;Kouvola;20.11.2017;Vähittäismyyntilupa/max. 5.5 %;2631090-4
R-Kioski Haapajärvi;Puistokatu 37;85800;Haapajärvi;Haapajärvi;17.09.2018;Vähittäismyyntilupa/max. 5.5 %;2932289-8
R-Kioski Haapavesi;Vanhatie 49;86600;Haapavesi;Haapavesi;18.05.2020;Vähittäismyyntilupa/max. 5.5 %;2833973-5
R-Kioski Hamina Helsingintie 1;Helsingintie 1;49400;Hamina;Hamina;02.01.2017;Vähittäismyyntilupa/max. 5.5 %;2796638-2
R-Kioski Hamina Kaivokatu 10;Kaivokatu 10;49400;Hamina;Hamina;30.09.2019;Vähittäismyyntilupa/max. 5.5 %;2404400-8
R-Kioski Helsinki Pihlajamäki;Meripihkatie 3;710;Helsinki;Helsinki;31.08.2016;Vähittäismyyntilupa/max. 5.5 %;2768319-8
R-Kioski Hyllykallio;Kivisaarentie 2;60510;Hyllykallio;Seinäjoki;10.04.2017;Vähittäismyyntilupa/max. 5.5 %;2820839-9
R-Kioski Hämeenlinna Tori;Raatihuoneenkatu 10;13100;Hämeenlinna;Hämeenlinna;08.01.2018;Vähittäismyyntilupa/max. 5.5 %;2627933-7
R-Kioski Iisalmi Tori;Kauppakatu 17;74100;Iisalmi;Iisalmi;04.05.2015;Vähittäismyyntilupa/max. 5.5 %;2681876-7
R-Kioski Ikaalinen;Vanha Tampereentie 15-17;39500;Ikaalinen;Ikaalinen;19.03.2018;Vähittäismyyntilupa/max. 5.5 %;2754372-6
R-Kioski Ilomantsi;Mantsintie 1-3;82900;Ilomantsi;Ilomantsi;04.12.2019;Vähittäismyyntilupa/max. 5.5 %;2797929-8
R-Kioski Imatra Lappeentie 16;Lappeentie 16;55100;Imatra;Imatra;15.10.2018;Vähittäismyyntilupa/max. 5.5 %;2683003-7
R-Kioski Imatra Mansikkala;Mansikankuja 2;55120;Imatra;Imatra;15.10.2018;Vähittäismyyntilupa/max. 5.5 %;2683003-7
R-Kioski Imatra Rajapatsas;Ensontie 32;55610;Imatra;Imatra;14.12.2015;Vähittäismyyntilupa/max. 5.5 %;2683003-7
R-Kioski Imatra Vuoksenniska;Vuoksenniskantie 58;55800;Imatra;Imatra;03.11.2014;Vähittäismyyntilupa/max. 5.5 %;2644618-2
R-Kioski Isokatu 61;Isokatu 61;90100;Oulu;Oulu;16.10.2017;Vähittäismyyntilupa/max. 5.5 %;2404400-8
R-Kioski Jalasjärvi;Keskustie 24;61600;Jalasjärvi;Kurikka;29.06.2020;Vähittäismyyntilupa/max. 5.5 %;2769422-5
R-Kioski Joensuu Jukolanportti;Jukolankatu 19 rk 4;80100;Joensuu;Joensuu;04.12.2017;Vähittäismyyntilupa/max. 5.5 %;2404400-8
R-Kioski Joensuu Koskikatu;Koskikatu 5;80100;Joensuu;Joensuu;16.03.2020;Vähittäismyyntilupa/max. 5.5 %;2404400-8
R-Kioski Jurva Linja-autoasema;Kauppatie 8;66300;Jurva;Kurikka;14.11.2016;Vähittäismyyntilupa/max. 5.5 %;2577531-2
